PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
9589,1,3,Capt. Thomas Martinez,female,28.0,0.0,0.0,A/4 1847,24.64,,S
31,1,1,Mr. Harry White,female,44.0,1.0,0.0,LINE 7054,155.56,,C
3075,0,3,Col. Edward Wilson,female,34.0,0.0,1.0,SOTON/OQ 3430,3.88,,S
14546,0,3,Mr. Harry Davis,male,35.0,0.0,0.0,A/5 3081,17.43,,Q
6405,1,3,Dr. Charles White,female,34.0,0.0,0.0,STON/O2 3494,22.35,C10,S
13334,1,3,Rev. Walter Lewis,male,0.5,0.0,0.0,STON/O2 2781,20.51,,S
9816,0,3,Mr. Walter Thomas,male,24.0,1.0,0.0,F.C.C 9437,17.89,E86,S
9672,0,2,Capt. Henry Johnson,male,10.0,2.0,1.0,CA 2623,30.02,G83,S
2572,0,2,Major. Walter Harris,male,32.0,0.0,2.0,A/5 9127,13.19,,S
8385,0,3,Dr. Fred Martin,female,28.0,0.0,0.0,STON/O2 8588,8.47,,S
1323,1,1,Capt. Edward Miller,female,41.0,0.0,,W./C 2308,9.16,,S
11957,0,2,Mr. Walter Martinez,female,39.0,1.0,1.0,LINE 6162,,,S
7695,1,3,Lady. Rose Wilson,female,68.0,1.0,0.0,CA 3760,8.88,,Q
5051,1,3,Col. James Lewis,female,3.0,0.0,0.0,CA 7428,10.46,,C
8242,1,3,Major. Thomas Taylor,female,64.0,,0.0,F.C.C 2289,37.23,G26,S
6459,0,3,Col. Richard Smith,male,45.0,0.0,0.0,SC/Paris 8233,6.48,,Q
2052,1,3,Miss. Grace Thompson,female,21.0,1.0,0.0,PP 2991,1.73,,S
12359,1,3,Rev. Thomas Robinson,female,30.0,0.0,0.0,STON/O2 7615,7.41,,S
3021,1,1,Miss. Evelyn Johnson,male,12.0,3.0,0.0,CA 3708,193.83,,Q
1651,0,2,Countess. Ruth Taylor,male,12.0,1.0,1.0,PC 2051,19.0,B17,C
3933,0,2,Mr. Louis White,male,24.0,0.0,2.0,PC 4935,4.09,,S
5032,1,2,Lady. Dorothy White,female,37.0,0.0,2.0,PP 9770,13.15,,Q
10455,1,2,Miss. Frances Johnson,female,0.5,1.0,1.0,SOTON/OQ 2359,6.44,,C
11892,1,2,Mrs. Ruth Martin,female,21.0,0.0,1.0,F.C.C 4174,5.23,A123,S
961,1,1,Col. Charles Brown,female,31.0,0.0,0.0,A/4 5455,,,C
12558,0,3,Mr. James Anderson,male,13.0,0.0,1.0,A/5 4529,75.63,D67,S
341,1,3,Dr. Louis Lewis,female,43.0,0.0,0.0,CA 9849,11.53,E118,C
9976,0,2,Ms. Mildred Clark,female,39.0,3.0,2.0,SC/AH 7570,109.8,,S
1079,0,3,Col. John Jackson,male,37.0,1.0,0.0,LINE 2641,7.21,D113,S
10926,1,1,Countess. Florence Anderson,female,23.0,0.0,0.0,PP 2899,22.84,,C
264,0,2,Major. Harry Thompson,female,1.0,0.0,0.0,A/4 3658,36.0,C49,S
13985,0,3,Mr. Harry Clark,male,27.0,0.0,0.0,SOTON/OQ 2877,6.6,,S
5303,0,2,Major. Louis Wilson,male,11.0,2.0,0.0,PC 3508,1.66,G80,S
11977,0,3,Dr. Edward Taylor,male,17.0,0.0,0.0,SC/AH 7510,23.92,,C
10515,0,2,Major. Robert White,male,10.0,0.0,1.0,F.C.C 4172,3.57,C12,S
13886,0,2,Mme. Anna Smith,male,30.0,1.0,0.0,SOTON/OQ 5926,3.01,,S
5324,1,3,Lady. Gladys Garcia,female,32.0,0.0,0.0,CA 5388,7.7,,S
5823,0,3,Rev. David Wilson,male,28.0,1.0,1.0,A/4 6994,1.89,E29,C
2894,0,3,Dr. Charles Miller,male,31.0,0.0,0.0,A/5 3586,23.11,,S
5522,0,3,Col. Edward Taylor,male,,0.0,0.0,SC/Paris 4326,7.69,,S
10251,0,2,Col. Henry Robinson,male,24.0,0.0,1.0,SC/AH 4544,0.37,D25,S
12420,1,2,Miss. Lillian Rodriguez,female,30.0,1.0,0.0,PP 7713,38.2,E52,C
5405,0,2,Ms. Frances Johnson,male,22.0,0.0,0.0,A/S 5136,8.36,,S
12119,1,1,Mme. Florence Wilson,male,61.0,0.0,0.0,F.C.C 1519,13.51,,C
1419,1,1,Ms. Ruth Martin,female,31.0,1.0,0.0,CA 6967,5.53,B49,Q
3793,0,3,Dr. James Martin,male,36.0,1.0,1.0,SC/AH 3979,5.83,,C
7826,0,2,Dr. Arthur Miller,male,23.0,1.0,0.0,SC/Paris 2421,31.21,,S
1554,1,2,Ms. Evelyn Davis,female,37.0,0.0,0.0,PP 7782,2.89,,S
1632,1,3,Rev. Frank Anderson,female,0.5,0.0,0.0,PP 2928,28.63,,Q
11107,0,3,Col. Thomas Taylor,male,6.0,1.0,,A/4 5278,22.49,C127,Q
4630,1,1,Ms. Evelyn Thomas,female,31.0,1.0,0.0,SOTON/OQ 7824,16.82,,C
1227,1,3,Col. Louis Martinez,male,18.0,1.0,0.0,A/4 4298,2.53,,S
11581,0,3,Mrs. Lillian Anderson,male,11.0,0.0,1.0,SC/Paris 9653,4.91,,S
2400,1,3,Mme. Ethel Robinson,female,39.0,2.0,,A/4 5209,8.56,C108,S
6101,0,3,Rev. Walter Brown,male,31.0,0.0,1.0,A/S 6674,11.54,E87,C
3545,0,1,Ms. Mildred Wilson,male,59.0,0.0,2.0,PC 4637,9.32,,Q
7367,0,3,Lady. Elizabeth Miller,male,23.0,0.0,0.0,W./C 2771,19.64,E105,S
10608,0,1,Major. Edward Smith,male,38.0,0.0,0.0,W./C 2905,3.62,,Q
14702,1,3,Rev. Thomas Thomas,female,57.0,0.0,0.0,C.A 4282,7.21,,S
7329,1,2,Mr. Richard Taylor,male,10.0,0.0,0.0,F.C.C 4022,24.22,,S
2238,1,1,Major. David Lewis,female,32.0,0.0,1.0,LINE 4395,0.47,,C
5131,1,3,Major. William Lewis,female,0.5,0.0,0.0,W./C 7158,0.4,,S
11164,1,3,Mr. Richard Thompson,female,36.0,0.0,1.0,SC/AH 7920,16.66,,Q
12252,0,2,Mme. Edith Martin,male,29.0,0.0,0.0,SOTON/OQ 5977,19.99,F102,S
1968,1,3,Capt. Richard Rodriguez,female,52.0,0.0,0.0,SC/Paris 4074,20.95,,S
7011,0,3,Major. Samuel Thompson,male,44.0,1.0,0.0,CA 3884,24.86,,S
11225,1,3,Dr. Henry Robinson,female,14.0,1.0,0.0,A/4 6217,5.08,,S
4478,0,1,Mme. Margaret Anderson,male,34.0,0.0,1.0,A/S 4413,12.17,B150,C
10563,0,3,Ms. Anna Johnson,male,25.0,1.0,1.0,LINE 8987,6.89,,S
2768,0,3,Miss. Mary Smith,male,29.0,0.0,1.0,LINE 8453,13.52,,S
7824,1,2,Dr. John Davis,female,31.0,1.0,1.0,W./C 2431,104.0,,S
5386,0,3,Mr. Fred Thomas,male,37.0,0.0,0.0,C.A 9611,129.71,,S
14642,0,3,Lady. Margaret Wilson,male,24.0,2.0,1.0,SOTON/OQ 4344,17.16,,C
8265,0,3,Major. Albert Lewis,male,25.0,1.0,0.0,PP 3245,4.49,,S
9002,0,1,Rev. Edward Jackson,male,13.0,0.0,0.0,A/4 8054,22.3,B36,S
3789,1,3,Miss. Lillian Jackson,female,12.0,0.0,0.0,SOTON/OQ 2786,72.84,,C
3212,0,3,Rev. Samuel Jackson,male,50.0,1.0,2.0,LINE 9339,4.73,,C
14199,1,3,Dr. Edward Anderson,male,46.0,0.0,0.0,W./C 7301,26.53,,S
7901,1,1,Col. Walter Lewis,female,47.0,0.0,0.0,A/4 9191,24.58,,Q
13197,1,1,Major. Albert White,male,15.0,3.0,0.0,LINE 6998,16.33,,Q
4697,0,3,Mme. Marie Clark,male,50.0,,1.0,A/S 1181,16.64,,S
2607,0,3,Mrs. Ruth Clark,male,33.0,1.0,0.0,C.A 4142,1.92,G12,Q
9438,1,3,Col. John Rodriguez,female,45.0,0.0,0.0,A/4 6959,51.92,,S
14233,0,3,Dr. Joseph Thompson,male,30.0,1.0,0.0,SC/Paris 9504,12.99,,S
2121,0,3,Miss. Rose Taylor,female,43.0,0.0,0.0,A/5 9960,7.01,,C
3465,0,3,Rev. Fred Thompson,male,50.0,1.0,2.0,PC 2564,14.56,,C
9385,1,1,Col. Fred Clark,male,25.0,0.0,1.0,F.C.C 9682,,,C
2130,0,3,Rev. Fred Wilson,male,46.0,1.0,0.0,A/5 2988,,,S
2585,0,3,Col. Henry Martin,male,37.0,1.0,0.0,F.C.C 2298,12.73,B51,C
883,1,1,Col. Albert Smith,female,48.0,1.0,1.0,PC 7457,124.38,,S
11228,1,3,Major. Joseph Martinez,female,22.0,0.0,0.0,CA 2432,50.58,,C
2668,1,3,Miss. Elizabeth Brown,female,0.5,1.0,0.0,A/4 8110,34.48,,S
2254,0,3,Dr. Charles Davis,male,32.0,1.0,0.0,STON/O2 1123,0.98,A63,C
848,1,1,Col. Arthur Martinez,male,19.0,1.0,0.0,SC/Paris 4249,14.23,,S
13218,1,3,Ms. Anna Anderson,male,8.0,0.0,0.0,LINE 5480,5.94,C69,S
7725,1,3,Dr. Samuel Jackson,female,14.0,0.0,1.0,SOTON/OQ 4763,6.96,G30,S
14450,0,1,Rev. Joseph Robinson,male,21.0,0.0,,STON/O2 8389,11.67,,Q
2071,1,3,Miss. Ruth Martin,female,24.0,0.0,1.0,A/4 2378,8.38,,S
5900,0,2,Miss. Lillian White,male,18.0,1.0,0.0,CA 8245,4.47,,S
14961,1,3,Mme. Gladys Jackson,female,28.0,1.0,0.0,SC/Paris 7696,7.94,,S
2137,0,3,Capt. David Brown,male,29.0,0.0,0.0,PC 5091,11.08,,C
7169,0,2,Dr. John Smith,male,6.0,0.0,0.0,A/4 9345,19.03,E3,S
13410,0,1,Lady. Ruth Miller,male,22.0,1.0,0.0,PC 4084,5.66,,S
14399,1,3,Rev. Arthur Davis,female,53.0,0.0,1.0,C.A 1664,6.93,,S
6886,1,3,Mrs. Anna Taylor,female,20.0,1.0,0.0,SC/Paris 1499,11.58,,S
3512,1,3,Lady. Elizabeth Garcia,female,18.0,1.0,0.0,LINE 6918,32.71,,C
4545,0,3,Capt. David Brown,male,,0.0,0.0,CA 2305,5.5,,S
11189,1,3,Miss. Edith Miller,female,23.0,0.0,0.0,A/S 9055,28.08,,S
13719,1,3,Lady. Marie Wilson,female,,0.0,0.0,SC/AH 9608,26.31,,S
13573,0,3,Lady. Evelyn Martin,male,29.0,0.0,1.0,W./C 4229,14.1,B8,S
3299,1,3,Miss. Rose Johnson,male,34.0,2.0,0.0,SC/Paris 9086,35.98,,S
4764,0,3,Dr. George Martinez,male,22.0,1.0,3.0,LINE 3404,6.18,A41,S
2247,1,1,Mr. George Garcia,female,40.0,0.0,1.0,SC/Paris 6770,1.85,,S
14550,1,2,Miss. Ruth Brown,female,32.0,0.0,0.0,CA 1426,11.22,E49,S
3617,0,2,Dr. George White,male,26.0,,0.0,SC/Paris 7060,3.36,,S
4847,0,3,Capt. John Miller,male,40.0,0.0,1.0,STON/O2 7248,4.42,,S
14750,0,2,Major. David Taylor,male,21.0,1.0,0.0,STON/O2 1979,8.03,B52,S
3146,1,3,Major. Joseph Martin,female,35.0,0.0,0.0,W./C 6331,1.69,,S
14916,0,3,Mrs. Marie Miller,male,48.0,1.0,0.0,C.A 4760,6.6,,S
10606,0,3,Ms. Florence Davis,male,29.0,0.0,0.0,A/4 5129,19.54,,C
13820,1,3,Capt. Frank Martin,female,27.0,0.0,0.0,A/5 9803,0.67,C70,S
2083,1,1,Col. Harry Rodriguez,female,43.0,1.0,0.0,A/5 2063,102.67,C12,Q
3515,0,3,Rev. Joseph Robinson,male,10.0,0.0,1.0,LINE 8493,87.72,E42,S
9970,0,2,Dr. George Clark,male,21.0,0.0,,W./C 8670,15.28,,C
13132,1,3,Rev. Louis Davis,female,34.0,0.0,1.0,LINE 6104,,,S
3564,1,2,Col. Samuel Taylor,male,34.0,0.0,0.0,SC/AH 4556,,C146,S
1801,1,1,Rev. Thomas Wilson,male,32.0,2.0,0.0,SC/AH 8284,18.77,F28,S
3721,1,2,Rev. Charles Thomas,female,35.0,0.0,0.0,A/4 3501,18.37,,S
10531,1,3,Dr. Robert Smith,female,55.0,0.0,1.0,W./C 7952,25.9,E132,C
14676,1,2,Major. John Clark,female,27.0,0.0,,SC/AH 8320,116.74,D104,S
13701,0,3,Dr. Arthur Brown,male,25.0,1.0,0.0,A/S 2720,84.62,,Q
13241,1,3,Major. Joseph Harris,female,7.0,1.0,1.0,F.C.C 2969,26.21,,C
8877,1,1,Mrs. Mildred Rodriguez,female,16.0,0.0,0.0,SC/Paris 7287,4.64,,S
10522,1,1,Rev. Louis Thomas,female,45.0,0.0,0.0,LINE 8105,25.68,A19,S
7927,0,3,Ms. Anna Thompson,male,32.0,0.0,0.0,SC/Paris 6410,11.88,,S
6941,1,3,Mrs. Margaret Clark,male,33.0,0.0,0.0,CA 7929,62.83,E84,S
7930,0,3,Mme. Margaret Smith,male,42.0,0.0,0.0,SOTON/OQ 5959,11.21,,S
11446,0,3,Mme. Marie Brown,male,,2.0,0.0,SC/AH 1608,1.48,,S
7808,0,3,Mr. Harry Thomas,male,13.0,0.0,1.0,SC/Paris 1627,4.65,,S
270,0,3,Dr. Henry Thomas,male,12.0,0.0,3.0,W./C 8818,167.8,,C
10337,0,3,Capt. Arthur Thomas,male,40.0,0.0,1.0,STON/O2 5978,3.14,,S
14794,1,1,Capt. John White,male,30.0,1.0,0.0,W./C 3714,9.48,F104,Q
1655,1,3,Ms. Helen Jackson,female,18.0,0.0,1.0,A/4 3423,0.55,A28,C
11153,1,1,Major. Richard Martin,female,6.0,0.0,1.0,A/5 3736,10.41,,Q
11251,1,1,Col. Richard Thomas,male,30.0,1.0,0.0,STON/O2 6806,25.78,F16,S
2568,0,3,Mr. Henry Miller,male,65.0,0.0,2.0,LINE 9117,9.14,,S
4835,0,3,Mr. Joseph Smith,male,32.0,0.0,1.0,A/4 9232,8.63,G79,S
6490,0,3,Col. Charles Anderson,female,45.0,0.0,0.0,SOTON/OQ 7676,19.37,,S
2853,0,1,Col. John Davis,male,27.0,2.0,,CA 7021,12.7,E58,S
10509,0,3,Miss. Dorothy Smith,male,20.0,2.0,1.0,A/4 8459,,,S
8823,1,3,Capt. Robert Wilson,male,31.0,0.0,1.0,PP 7129,57.15,,S
13847,1,2,Countess. Ethel Davis,female,12.0,3.0,,A/5 9484,1.82,,S
11776,1,2,Dr. John White,male,11.0,2.0,0.0,SC/AH 5352,15.77,,S
680,0,3,Col. Albert Martinez,female,33.0,1.0,1.0,PC 3805,33.72,,Q
14586,0,1,Col. Albert Rodriguez,male,40.0,0.0,1.0,SC/AH 5402,30.13,,S
6696,1,3,Col. Samuel Harris,female,18.0,0.0,0.0,SOTON/OQ 2659,56.9,G86,C
6010,0,2,Dr. Charles Anderson,male,17.0,0.0,0.0,A/4 6541,0.98,,C
8999,0,3,Col. Richard Davis,male,44.0,0.0,,PP 1095,18.42,C63,S
6581,1,1,Mme. Edith Miller,female,40.0,1.0,1.0,STON/O2 6621,5.12,F142,C
1864,0,3,Mrs. Dorothy Davis,male,50.0,1.0,0.0,STON/O2 3845,4.36,,S
5164,0,2,Rev. Frank Robinson,male,31.0,0.0,3.0,PP 3213,11.7,,S
5937,0,2,Mr. James Smith,male,32.0,1.0,1.0,A/4 4432,29.54,,Q
8310,0,3,Mme. Elizabeth White,male,3.0,,1.0,STON/O2 7742,37.13,G100,Q
13969,0,3,Ms. Catherine Martin,male,1.0,0.0,1.0,PP 9834,,,S
8295,0,3,Lady. Ethel Davis,male,27.0,1.0,0.0,LINE 3540,39.99,C65,S
8154,0,3,Col. David Johnson,male,27.0,0.0,1.0,A/4 7809,23.03,,C
8159,1,1,Rev. Harry Harris,male,16.0,1.0,0.0,F.C.C 8464,,,Q
7534,1,3,Col. Henry Davis,male,4.0,0.0,0.0,SC/Paris 4014,25.42,,C
13117,0,2,Dr. Louis Rodriguez,male,26.0,1.0,1.0,A/5 5767,5.72,E78,S
11108,0,2,Lady. Margaret Johnson,male,62.0,0.0,0.0,W./C 5568,27.84,,S
4165,0,3,Mr. William Miller,male,21.0,0.0,0.0,SC/Paris 7319,5.76,,C
10921,0,3,Major. Joseph Robinson,male,43.0,0.0,1.0,F.C.C 9461,35.14,,S
7709,0,3,Rev. Louis Johnson,male,41.0,0.0,0.0,A/5 5078,72.54,,S
990,1,1,Rev. Henry Martin,female,16.0,0.0,0.0,SC/AH 9022,56.19,,S
14463,1,3,Ms. Alice Clark,male,12.0,1.0,1.0,A/4 9862,5.03,,S
7815,1,2,Major. Henry Rodriguez,female,14.0,0.0,,SOTON/OQ 1022,7.89,,S
289,1,3,Col. David White,female,32.0,1.0,0.0,C.A 2224,16.81,,S
10288,0,3,Rev. Robert Garcia,female,23.0,0.0,0.0,CA 9615,1.33,,S
4360,0,2,Major. Walter Davis,male,54.0,0.0,1.0,A/5 1953,3.76,,S
6907,0,2,Major. Robert Miller,female,21.0,1.0,1.0,CA 8917,1.35,F112,S
6345,1,3,Dr. Frank Brown,female,28.0,1.0,0.0,SC/AH 3684,69.64,G3,S
3134,0,3,Rev. Richard Clark,male,21.0,0.0,1.0,F.C.C 7634,45.93,,C
5341,1,2,Capt. John Johnson,female,2.0,0.0,0.0,SC/Paris 5695,44.52,D48,C
6212,1,3,Dr. Harry Thompson,male,39.0,0.0,0.0,SC/Paris 8902,7.32,B100,S
10806,0,2,Major. George Thomas,male,34.0,0.0,0.0,PC 7219,118.22,,S
4106,1,2,Countess. Helen Robinson,male,0.5,1.0,1.0,PP 1136,13.89,,S
4446,0,3,Miss. Helen Davis,male,27.0,1.0,0.0,C.A 3854,3.01,,S
12588,0,3,Countess. Mildred White,female,0.5,0.0,0.0,SC/AH 3285,2.97,,Q
375,0,3,Mme. Grace Rodriguez,male,52.0,0.0,1.0,A/S 4158,17.94,,S
14080,0,1,Col. James Davis,male,38.0,0.0,0.0,PP 5490,8.38,,S
3558,0,2,Rev. David Thomas,male,16.0,0.0,1.0,STON/O2 5149,18.93,B103,C
678,1,2,Miss. Catherine Wilson,male,11.0,1.0,0.0,W./C 8199,24.98,G42,S
13327,0,3,Major. James Rodriguez,male,33.0,2.0,0.0,SOTON/OQ 3938,174.88,,S
11386,1,3,Dr. David Smith,female,35.0,1.0,0.0,LINE 4040,20.12,,S
1094,1,3,Capt. Thomas Clark,female,17.0,0.0,0.0,PP 8973,5.91,,S
10347,1,3,Col. Fred Robinson,female,56.0,0.0,,SC/AH 7191,52.98,,S
6740,1,3,Lady. Margaret Smith,female,36.0,1.0,0.0,SC/Paris 3331,16.48,,S
5454,0,2,Col. Robert Lewis,male,3.0,0.0,,SOTON/OQ 6250,48.6,,S
488,0,2,Lady. Grace Robinson,male,27.0,0.0,0.0,PP 1378,15.45,,S
11277,0,1,Dr. Samuel Harris,male,40.0,1.0,0.0,LINE 4903,55.05,D112,C
4370,0,2,Mrs. Helen Clark,female,26.0,0.0,0.0,A/5 2869,17.58,,S
768,1,3,Dr. Robert Taylor,female,0.5,1.0,0.0,SC/AH 7200,7.23,,S
1341,0,3,Dr. Walter Wilson,male,50.0,1.0,1.0,SC/Paris 5204,3.72,,S
3375,0,2,Rev. Walter Harris,male,17.0,0.0,1.0,SC/Paris 4702,2.25,,S
13909,0,3,Rev. Louis Robinson,male,0.5,0.0,0.0,A/5 8529,13.36,C67,S
13832,0,3,Mrs. Marie Anderson,male,25.0,1.0,0.0,A/S 3776,,F102,S
7357,1,2,Major. James Harris,female,24.0,0.0,1.0,SC/Paris 1646,2.18,,S
9644,0,3,Major. David Anderson,male,30.0,0.0,0.0,A/5 1101,25.25,,S
3321,0,3,Mrs. Ruth Johnson,male,35.0,4.0,0.0,A/5 6539,123.56,,Q
10996,1,3,Countess. Helen Martin,female,45.0,0.0,0.0,A/4 5034,8.7,,Q
365,1,2,Capt. Joseph Miller,female,23.0,2.0,1.0,SC/AH 9318,10.24,D46,C
11729,0,2,Mr. Harry Brown,male,13.0,0.0,1.0,A/5 2153,1.26,,C
14677,0,3,Miss. Evelyn Thompson,male,30.0,1.0,2.0,A/S 7500,12.58,,S
11205,1,3,Lady. Dorothy Wilson,male,32.0,1.0,0.0,SC/Paris 9416,7.21,E103,C
8855,1,2,Countess. Helen Taylor,female,31.0,1.0,1.0,A/S 1122,8.21,,Q
10218,0,1,Mr. Harry Anderson,male,40.0,0.0,1.0,A/S 8435,1.43,E76,S
14339,0,1,Rev. Robert Lewis,male,44.0,0.0,,SC/Paris 6184,19.73,,S
7038,1,3,Dr. John Davis,male,10.0,0.0,0.0,CA 9004,49.44,,S
9692,0,3,Mme. Helen Taylor,male,32.0,0.0,0.0,SOTON/OQ 5333,12.28,,C
7424,0,3,Lady. Catherine Anderson,male,19.0,,1.0,STON/O2 2783,100.71,D125,C
9904,0,3,Miss. Florence Martinez,male,35.0,1.0,0.0,C.A 1513,5.71,G81,C
9120,0,1,Mrs. Mary Harris,male,13.0,0.0,0.0,A/S 4703,59.56,,Q
10680,0,3,Mrs. Edith Smith,male,17.0,1.0,0.0,A/S 4862,41.36,C36,C
13727,0,3,Capt. Harry Brown,male,37.0,1.0,0.0,A/S 5749,22.96,,S
7584,0,3,Dr. Walter Smith,male,22.0,0.0,0.0,F.C.C 4993,,,S
3348,0,3,Capt. Henry Smith,male,24.0,1.0,0.0,PC 3571,69.8,A11,S
7535,0,1,Dr. Walter Smith,female,22.0,1.0,0.0,W./C 4831,2.0,,S
8131,0,2,Dr. Joseph Anderson,male,13.0,0.0,0.0,CA 7102,3.61,A10,S
1273,0,3,Mme. Gladys Wilson,male,25.0,1.0,0.0,SOTON/OQ 8954,20.11,,S
13116,0,3,Lady. Catherine Lewis,male,31.0,0.0,1.0,SOTON/OQ 7446,24.88,,S
8434,0,3,Capt. Richard Anderson,male,15.0,0.0,0.0,W./C 3226,31.28,,C
5557,0,3,Col. Harry Martin,male,40.0,0.0,0.0,SOTON/OQ 9102,76.16,,S
5,0,3,Mr. Albert Lewis,male,38.0,0.0,1.0,C.A 5340,12.08,,C
10543,1,2,Mr. Arthur Thomas,male,0.5,1.0,0.0,F.C.C 6027,14.76,C128,S
7889,1,3,Lady. Lillian Anderson,female,23.0,0.0,0.0,PC 2122,28.35,,S
1299,1,2,Mme. Elizabeth Jackson,male,47.0,0.0,1.0,C.A 9426,,,Q
477,1,3,Mr. Fred Anderson,female,27.0,0.0,0.0,STON/O2 1589,0.96,,S
13928,0,3,Rev. Walter Wilson,male,15.0,,0.0,A/4 2908,23.35,,S
10840,0,3,Rev. William Thompson,female,19.0,0.0,0.0,C.A 4756,4.94,D99,Q
4184,0,3,Lady. Elizabeth Jackson,male,36.0,0.0,1.0,PC 6726,4.97,,S
9208,0,3,Mrs. Mildred Jackson,male,33.0,0.0,1.0,SOTON/OQ 3739,17.69,,S
4540,1,3,Mr. Edward Wilson,female,38.0,1.0,1.0,SC/AH 7804,22.27,G136,S
410,1,1,Mr. Harry Brown,female,52.0,1.0,0.0,F.C.C 9097,10.36,,S
7904,1,1,Dr. Albert Robinson,female,15.0,1.0,0.0,SC/AH 9828,2.17,F100,S
11872,0,3,Mme. Ethel Smith,male,41.0,1.0,0.0,SC/Paris 1761,7.66,,C
621,0,3,Dr. Charles Martinez,male,10.0,3.0,0.0,SC/AH 3186,18.53,,S
12039,0,1,Lady. Ruth Taylor,male,26.0,0.0,1.0,LINE 8878,11.88,,S
10832,0,3,Rev. David Miller,male,9.0,0.0,0.0,PC 2655,47.7,G123,S
13482,0,2,Major. David Miller,male,42.0,0.0,0.0,A/4 7333,11.12,,S
14882,1,2,Major. Harry Thomas,male,17.0,0.0,0.0,F.C.C 4974,5.47,,S
2886,1,3,Col. Thomas Jackson,female,23.0,0.0,0.0,STON/O2 2153,5.16,,S
11064,1,3,Mrs. Gladys Wilson,female,,0.0,1.0,A/S 3122,16.34,,S
6031,1,1,Ms. Alice Thomas,female,43.0,1.0,0.0,F.C.C 2747,,,Q
13225,0,3,Mme. Lillian Davis,male,44.0,0.0,1.0,SOTON/OQ 2790,19.35,D86,S
10244,0,3,Miss. Catherine Harris,male,39.0,2.0,0.0,CA 8639,12.7,,S
7546,0,3,Rev. Fred Smith,male,51.0,0.0,0.0,A/S 7000,13.14,D111,S
13073,1,1,Capt. Harry Miller,male,9.0,0.0,0.0,SC/Paris 3441,242.99,,S
4511,0,3,Lady. Elizabeth Lewis,male,41.0,1.0,0.0,A/5 3090,0.82,,S
8891,1,3,Capt. Walter Thomas,female,22.0,0.0,0.0,LINE 4826,0.45,,S
10570,0,3,Mme. Florence Anderson,male,38.0,2.0,0.0,PP 2704,9.41,,S
7887,1,3,Col. Henry Brown,female,3.0,2.0,0.0,A/4 6056,58.26,A25,S
7180,1,2,Mr. Frank Martin,male,57.0,0.0,0.0,A/S 3790,10.96,,S
12812,1,3,Ms. Marie Wilson,male,37.0,0.0,1.0,A/5 9558,1.5,,S
3337,1,1,Mr. Charles Robinson,female,13.0,0.0,0.0,SOTON/OQ 9017,11.59,,S
5620,0,2,Dr. Frank Lewis,male,9.0,0.0,0.0,SC/AH 6185,19.28,A46,C
9547,0,3,Lady. Mary Taylor,male,18.0,0.0,0.0,C.A 5541,17.37,,S
3903,0,3,Mme. Florence Miller,male,40.0,0.0,2.0,SC/Paris 6839,9.19,,S
712,0,3,Capt. Thomas Taylor,female,,1.0,0.0,C.A 8121,6.0,G73,S
9320,0,3,Col. Arthur Taylor,male,13.0,0.0,0.0,SC/Paris 2160,2.54,,C
2109,1,2,Ms. Gladys Wilson,male,35.0,0.0,1.0,A/5 9022,7.45,F48,S
6948,0,3,Rev. Richard Clark,male,38.0,0.0,0.0,LINE 4675,84.51,,S
5800,0,3,Rev. James Brown,male,,0.0,1.0,W./C 4041,53.27,,Q
4303,0,1,Countess. Mary Johnson,male,24.0,0.0,1.0,SC/AH 1659,26.43,D46,S
3563,1,3,Major. James Miller,male,14.0,0.0,1.0,SC/Paris 2513,10.95,,S
12698,1,3,Mme. Ethel Thompson,female,,0.0,0.0,A/S 5057,28.63,,S
5955,1,3,Capt. David Johnson,female,18.0,1.0,0.0,CA 5564,4.3,,C
6150,0,3,Mrs. Dorothy Lewis,male,26.0,0.0,0.0,A/4 4164,7.01,,C
2551,0,2,Dr. John Robinson,male,26.0,2.0,0.0,STON/O2 5978,36.84,,S
4078,1,2,Mrs. Margaret Rodriguez,female,42.0,0.0,0.0,F.C.C 2509,3.63,A40,S
5987,1,1,Dr. Richard Garcia,female,28.0,1.0,0.0,CA 9803,4.89,E85,S
3935,0,3,Major. David Harris,male,16.0,1.0,0.0,A/4 3049,2.54,,Q
5816,1,2,Miss. Dorothy Martinez,female,16.0,0.0,0.0,A/5 7401,,,C
6468,1,3,Ms. Edith Wilson,male,35.0,0.0,0.0,CA 5417,3.17,,S
13737,0,3,Col. Louis Harris,male,49.0,1.0,0.0,PC 7231,8.43,,C
6061,0,2,Ms. Mildred Robinson,male,24.0,1.0,0.0,PP 4325,12.1,,S
2503,0,1,Countess. Catherine Robinson,male,34.0,1.0,1.0,PP 1597,58.03,,S
1773,0,3,Major. Fred Johnson,male,52.0,0.0,0.0,SC/Paris 5627,16.92,,Q
2506,1,3,Capt. Thomas Wilson,female,30.0,1.0,0.0,LINE 2352,7.93,,S
9169,1,3,Mme. Dorothy Garcia,male,55.0,2.0,0.0,SC/Paris 4650,12.6,,S
4837,0,2,Rev. Louis Davis,male,27.0,0.0,2.0,A/4 5806,4.09,C111,S
12116,1,3,Capt. Henry Wilson,female,15.0,1.0,0.0,SC/AH 8196,2.85,,S
6197,1,3,Major. Thomas Harris,female,50.0,,0.0,W./C 7419,12.62,,S
